Index,Title,Abstract,DOI,Authors
81,Role of nuclear receptor SHP in metabolism and cancer,"Small heterodimer partner (SHP, NR0B2) is a unique member of the nuclear receptor (NR) superfamily that contains the dimerization and ligand-binding domain found in other family members, but lacks the conserved DNA-binding domain. The ability of SHP to bind directly to multiple NRs is crucial for its physiological function as a transcriptional inhibitor of gene expression. A wide variety of interacting partners for SHP have been identified, indicating the potential for SHP to regulate an array of genes in different biological pathways. In this review, we summarize studies concerning the structure and target genes of SHP and discuss recent progress in understanding the function of SHP in bile acid, cholesterol, triglyceride, glucose, and drug metabolism. In addition, we review the regulatory role of SHP in microRNA (miRNA) regulation, liver fibrosis and cancer progression. The fact that SHP controls a complex set of genes in multiple metabolic pathways suggests the intriguing possibility of developing new therapeutics for metabolic diseases, including fatty liver, dyslipidemia and obesity, by regulating SHP with small molecules. To achieve this goal, more progress regarding SHP ligands and protein structure will be required. Besides its metabolic regulatory function, studies by us and other groups provide strong evidence that SHP plays a critical role in the development of cancer, particularly liver and breast cancer. An increased understanding of the fundamental mechanisms by which SHP regulates the development of cancers will be critical in applying knowledge of SHP in diagnostic, therapeutic or preventive strategies for specific cancers. This article is part of a Special Issue entitled: Translating nuclear receptors from health to disease. (C) 2010 Elsevier B.V. All rights reserved.",10.1016/j.bbadis.2010.10.006,"Zhang, YX; Hagedorn, CH; Wang, L"
82,TCF7L2 transcriptionally regulates <i>Fgf15</i> to maintain bile acid and lipid homeostasis through gut-liver crosstalk,"FGF19/FGF15 is an endocrine regulator of hepatic bile salt and lipid metabolism, which has shown promising effects in the treatment of NASH in clinical trials. FGF19/15 is transcribed and released from enterocytes of the small intestine into enterohepatic circulation in response to bile-induced FXR activation. Previously, the TSS of FGF19 was identified to bind Wnt-regulated TCF7L2/encoded transcription factor TCF4 in colorectal cancer cells. Impaired Wnt signaling and specifical loss of function of its coreceptor LRP6 have been associated with NASH. We, therefore, examined if TCF7L2/TCF4 upregulates Fgf19 in the small intestine and restrains NASH through gut-liver crosstalk. We examined the mice globally overexpressing, haploinsufficient, and conditional knockout models of TCF7L2 in the intestinal epithelium. The TCF7L2(+/-) mice exhibited increased plasma bile salts and lipids and developed diet-induced fatty liver disease while mice globally overexpressing TCF7L2 were protected against these traits. Comprehensive in vivo analysis revealed that TCF7L2 transcriptionally upregulates FGF15 in the gut, leading to reduced bile synthesis and diminished intestinal lipid uptake. Accordingly, Vilin(Creert2); Tcf7L2(fl/fl) mice showed reduced Fgf19 in the ileum, and increased plasma bile. The global overexpression of TCF7L2 in mice with metabolic syndrome-linked LRP6(R611C) substitution rescued the fatty liver and fibrosis in the latter. Strikingly, the hepatic levels of TCF4 were reduced and CYP7a1 was increased in human NASH, indicating the relevance of TCF4-dependent regulation of bile synthesis to human disease. These studies identify the critical role of TCF4 as an upstream regulator of the FGF15-mediated gut-liver crosstalk that maintains bile and liver triglyceride homeostasis.",10.1096/fj.202101607R,"Bhat, N; Esteghamat, F; Chaube, BK; Gunawardhana, K; Mani, M; Thames, C; Jain, D; Ginsberg, HN; Fernandes-Hernando, C; Mani, A"
83,"Detection of colo-rectal liver metastases: prospective comparison of contrast enhanced US, multidetector CT, PET/CT, and 1.5 Tesla MR with extracellular and reticulo-endothelial cell specific contrast agents","To compare contrast-enhanced US (CE-US), multidetector-CT (MDCT), 1.5 Tesla MR with extra-cellular (Gd-enhanced) and intracellular (SPIO-enhanced) contrast agents and PET/CT, in the detection of hepatic metastases from colorectal cancer. A total of 34 patients with colo-rectal adenocarcinoma underwent preoperatively CE-US, MDCT, Gd- and SPIO-enhanced MR imaging (MRI), and PET/CT. Each set of images was reviewed independently by two blinded observers. The ROC method was used to analyze the results, which were correlated with surgical findings, intraoperative US, histopathology, and MDCT follow-up. A total of 57 hepatic lesions were identified: 11 hemangiomas, 29 cysts, 1 focal fatty liver, 16 metastases (dimensional distribution: 5/16 < 5 mm; 3/16 between 5 mm and < 10 mm; 8/16 a parts per thousand yen 10 mm). Six of 34 patients were classified as positive for the presence of at least one metastasis. Considering all the metastases and those a parts per thousand yen10 mm, ROC areas showed no significant differences between Gd- and SPIO-enhanced MRI, which performed significantly better than the other modalities (P < 0.05). Considering the lesions < 10 mm, ROC areas showed no significant differences between all modalities; however MRI presented a trend to perform better than the other techniques. Considering the patients, ROC areas showed no significant differences between all the modalities; however PET/CT seemed to perform better than the others. Gd- and SPIO-enhanced MRI seem to be the most accurate modality in the identification of liver metastases from colo-rectal carcinoma. PET/CT shows a trend to perform better than the other modalities in the identification of patients with liver metastases.",10.1007/s00261-009-9555-2,"Mainenti, PP; Mancini, M; Mainolfi, C; Camera, L; Maurea, S; Manchia, A; Tanga, M; Persico, F; Addeo, P; D'Antonio, D; Speranza, A; Bucci, L; Persico, G; Pace, L; Salvatore, M"
84,The interplay between probiotics and host autophagy: mechanisms of action and emerging insights,"Autophagy, a lysosome-dependent protein degradation mechanism, is a highly conserved catabolic process seen in all eukaryotes. This cell protection system, which is present in all tissues and functions at a basic level, can be up- or downregulated in response to various stresses. A disruption in the natural route of the autophagy process is frequently followed by an interruption in the inherent operation of the body's cells and organs. Probiotics are live bacteria that protect the host through various mechanisms. One of the processes through which probiotics exert their beneficial effects on various cells and tissues is autophagy. Autophagy can assist in maintaining host homeostasis by stimulating the immune system and affecting numerous physiological and pathological responses. In this review, we particularly focus on autophagy impairments occurring in several human illnesses and investigate how probiotics affect the autophagy process under various circumstances.Abbreviation: AD: Alzheimer disease; AKT: AKT serine/threonine kinase; AMPK: 5 ' AMP-activated protein kinase; ATG: autophagy related; CCl4: carbon tetrachloride; CFS: cell-free supernatant; CMA: chaperone-mediated autophagy; CRC: colorectal cancer; EPS: L. plantarum H31 exopolysaccharide; HD: Huntington disease; HFD: high-fat diet; HPV: human papillomavirus; IFNG/IFN-gamma: interferon gamma; IL6: interleukin 6; LGG: L. rhamnosus GG; LPS: lipopolysaccharide; MTOR: mechanistic target of rapamycin kinase; MTORC1: MTOR complex 1; NAFLD: non-alcoholic fatty liver disease; NASH: non-alcoholic steatohepatitis; PD: Parkinson disease; Pg3G: pelargonidin-3-O-glucoside; PI3K: phosphoinositide 3-kinase; PolyQ: polyglutamine; ROS: reactive oxygen species; SCFAs: short-chain fatty acids; SLAB51: a novel formulation of lactic acid bacteria and bifidobacteria; Slp: surface layer protein (of acidophilus NCFM); SNCA: synuclein alpha; ULK1: unc-51 like autophagy-activating kinase 1; YB: B. longum subsp. infantis YB0411; YFP: yeast fermentate prebiotic.",10.1080/15548627.2024.2403277,"Sadeghloo, Z; Nabavi-Rad, A; Zali, MR; Klionsky, DJ; Yadegar, A"
85,"VDAC1-Based Peptides as Potential Modulators of VDAC1 Interactions with Its Partners and as a Therapeutic for Cancer, NASH, and Diabetes","This review presents current knowledge related to the voltage-dependent anion channel-1 (VDAC1) as a multi-functional mitochondrial protein that acts in regulating both cell life and death. The location of VDAC1 at the outer mitochondrial membrane (OMM) allows control of metabolic cross-talk between the mitochondria and the rest of the cell, and also enables its interaction with proteins that are involved in metabolic, cell death, and survival pathways. VDAC1 ' s interactions with over 150 proteins can mediate and regulate the integration of mitochondrial functions with cellular activities. To target these protein-protein interactions, VDAC1-derived peptides have been developed. This review focuses specifically on cell-penetrating VDAC1-based peptides that were developed and used as a ""decoy"" to compete with VDAC1 for its VDAC1-interacting proteins. These peptides interfere with VDAC1 interactions, for example, with metabolism-associated proteins such as hexokinase (HK), or with anti-apoptotic proteins such as Bcl-2 and Bcl-xL. These and other VDAC1-interacting proteins are highly expressed in many cancers. The VDAC1-based peptides in cells in culture selectively affect cancerous, but not non-cancerous cells, inducing cell death in a variety of cancers, regardless of the cancer origin or genetics. They inhibit cell energy production, eliminate cancer stem cells, and act very rapidly and at low micro-molar concentrations. The activity of these peptides has been validated in several mouse cancer models of glioblastoma, lung, and breast cancers. Their anti-cancer activity involves a multi-pronged attack targeting the hallmarks of cancer. They were also found to be effective in treating non-alcoholic fatty liver disease and diabetes mellitus. Thus, VDAC1-based peptides, by targeting VDAC1-interacting proteins, offer an affordable and innovative new conceptual therapeutic paradigm that can potentially overcome heterogeneity, chemoresistance, and invasive metastatic formation.",10.3390/biom14091139,"Shteinfer-Kuzmine, A; Santhanam, M; Shoshan-Barmatz, V"
86,In Vivo Validation of an In Situ Calibration Bead as a Reference for Backscatter Coef fi cient Calculation,"Objective: The study described here was aimed at assessing the capability of quantitative ultrasound (QUS) based on the backscatter coef ficient (BSC) for classifying disease states, such as breast cancer response to neoadjuvant chemotherapy and quanti fication of fatty liver disease. We evaluated the effectiveness of an in situ titanium (Ti) bead as a reference target in calibrating the system and mitigating attenuation and transmission loss effects on BSC estimation. Methods: Traditional BSC estimation methods require external references for calibration, which do not account for ultrasound attenuation or transmission losses through tissues. To address this issue, we used an in situ Ti bead as a reference target, because it can be used to calibrate the system and mitigate the attenuation and transmission loss effects on estimation of the BSC. The capabilities of the in situ calibration approach were assessed by quantifying consistency of BSC estimates from rabbit mammary tumors (N = 21). Speci fically, mammary tumors were grown in rabbits and when a tumor reached >= 1 cm in size, a 2 mm Ti bead was implanted in the tumor as a radiological marker and a calibration source for ultrasound. Three days later, the tumors were scanned with an L-14/5 38 array transducer connected to a SonixOne scanner with and without a slab of pork belly placed on top of the tumors. The pork belly acted as an additional source of attenuation and transmission loss. QUS parameters, specifically effective scatterer diameter (ESD) and effective acoustic concentration (EAC), were calculated using calibration spectra from both an external reference phantom and the Ti bead. Results: For ESD estimation, the 95 % con fidence interval between measurements with and without the pork belly layer was 6.0, 27.4 using the in situ bead and 114, 135.1 with the external reference phantom. For EAC estimation, the 95 % con fidence intervals were -8.1, 0.5 for the bead and -41.5, -32.2 for the phantom. These results indicate that the in situ bead method has reduced bias in QUS estimates because of intervening tissue losses. Conclusion: The use of an in situ Ti bead as a radiological marker not only serves its traditional role but also effectively acts as a calibration target for QUS methods. This approach accounts for attenuation and transmission losses in tissue, resulting in more accurate QUS estimates and offering a promising method for enhanced disease state classi fication in clinical settings.",10.1016/j.ultrasmedbio.2024.02.005,"Zhao, YN; Czarnota, GJ; Park, TH; Miller, RJ; Oelze, ML"
87,Non-alcoholic fatty liver disease is not independently associated with <i>Helicobacter pylori</i> in a central European screening cohort,"BACKGROUND: The association between Helicobacter pylori (Hp) infection and non-alcoholic fatty liver disease (NAFLD) is subject of a contentious debate. Data mainly stem from Asian cohorts whereas European data are scarce. We, therefore, investigated an Austrian colorectal cancer screening cohort for an association between Hp and NAFLD. METHODS: In total, 5338 consecutive participants undergoing screening colonoscopy at a single center in Austria were evaluated in this cross-sectional study. The primary risk factor was being Hp negative or positive. The primary endpoint was the presence of NAFLD defined by ultrasound (NAFLD; primary endpoint). Uni- and multivariable logistic regression models were fitted to obtain odds ratios (OR) and 95% confidence intervals (95%CI). Finally, this association was analyzed in a subgroup of 1128 patients in whom NAFLD was diagnosed by transient elastography (TE, secondary endpoint). RESULTS: NAFLD prevalence defined by ultrasound did not differ between Hp positive (48%) and negative patients (45%, P=0.097). Accordingly, in uni- (OR 1.12 95% CI 0.98-1.29; P=0.098) and multivariable analysis adjusting for different risk factors (aOR 0.96 95%CI 0.82-1.13; P=0.601) no independent association was found. On subgroup analysis, NAFLD diagnosed by TE was more prevalent in the Hp positive compared to the Hp negative group (49% vs. 38%, P=0.004) and these patients also had higher steatosis grades. However, after adjustment for risk factors, no independent association between Hp positivity and NAFLD diagnosed by TE (aOR 1.26 95%CI 0.89-1.78; P=0.194) was confirmed. CONCLUSIONS: In this Central European cohort, Hp-positivity was not associated with the diagnosis of NAFLD. Although Hp positive patients seem to be more likely to have a concomitant NAFLD diagnosis, this association might rather relate to a cardiometabolic risk phenotype than causality.",10.23736/S0026-4806.22.07928-9,"Wernly, S; Wernly, B; Semmler, G; Völkerer, A; Rezar, R; Semmler, L; Stickel, F; Aigner, E; Niederseer, D; Datz, C"
88,Risk factors associated with portal vein thrombosis in liver cirrhosis: A case-control study,"Portal vein thrombosis (PVT) in patients with liver cirrhosis is a common complication associated with adverse outcomes. Aim. To build a predictive model for PVT in cirrhotic patients. Materials and methods. A single centre case-control study was carried out. From the database of 1512 cirrhotic patients 94 with newly diagnosed PVT based on contrast-enhanced computed tomography were referred to the Case group. Malignant PVT was an exclusion criterion. Patients without PVT were stratified and matched according to sex, age and etiology of cirrhosis; case-control ratio was 1 : 3-4. The prevalence of PVT in the database, clinical, laboratory, instrumental parameters of the groups were evaluated. Logistic regression model was used to estimate association between variables and PVT. Results and discussion. The overall prevalence of PVT was 6.2% with the highest rates among the patients with HBV infection - 16.7%, nonalcoholic steatohepatitis - 15.6%, alcohol abuse in combination with HCV infection - 11.7%. The best predictive model included variables: Child-Pugh classes B-C (coefficient of regression beta=1.853, p=0.001), ascites (beta=0.460, p=0.003), hepatocellular carcinoma without vascular invasion (beta=2.126, p=0.0001), endoscopic band ligation (beta=0.774, p=0.003), azygoportal disconnection (beta=2.734, p=0.001), portal hypertensive gastropathy (beta=0.793, p=0.017), portal vein diameter (beta=0.203, p=0.004), and local factors - ulcerative colitis flare, Clostridium difficile enterocolitis, spontaneous bacterial peritonitis, colorectal cancer, splenectomy, cholecystectomy (beta=2.075, p=0.017). The model had accuracy 85.8% (95% CI 81.7 89.4%), sensitivity 55.1% (95% CI 43.4 66.4%), specificity - 95% (95% CI 91.6-97.3%), and AUC - 0.871 (95% CI 0.826-0.916). Conclusion. Child-Pugh classes B-C, severe portal hypertension, hepatocellular carcinoma without vascular invasion, and local factors were estimated as risk factors of PVT in cirrhotic patients.",10.26442/00403660.2019.02.000153,"Nadinskaia, MY; Kodzoeva, KB; Ulyanova, KA; Volkova, AS; Rogacheva, SI; Dekhanov, AS; Strelkova, DA; Ivashkin, VT"
89,Multiple Machine Learning Identifies Key Gene PHLDA1 Suppressing NAFLD Progression,"Non-alcoholic fatty liver disease (NAFLD) poses a serious global health threat, with its progression mechanisms not yet fully understood. While several molecular markers for NAFLD have been developed in recent years, a lack of robust evidence hampers their clinical application. Therefore, identifying novel and potent biomarkers would directly aid in the prediction, prevention, and personalized treatment of NAFLD. We downloaded NAFLD-related datasets from the Gene Expression Omnibus (GEO). Differential expression analysis and functional analysis were initially conducted. Subsequently, Weighted Gene Co-expression Network Analysis (WGCNA) and multiple machine learning strategies were employed to screen and identify key genes, and the diagnostic value was assessed using Receiver Operating Characteristic (ROC) analysis. We then explored the relationship between genes and immune cells using transcriptome data and single-cell RNA sequencing (scRNA-seq) data. Finally, we validated our findings in cell and mouse NAFLD models. We obtained 23 overlapping differentially expressed genes (DEGs) across three NAFLD datasets. Enrichment analysis revealed that DEGs were associated with Apoptosis, Parathyroid hormone synthesis, secretion and action, Colorectal cancer, p53 signaling pathway, and Biosynthesis of unsaturated fatty acids. After employing machine learning strategies, we identified one gene, pleckstrin homology like domain family A member 1 (PHLDA1), downregulated in NAFLD and showing high diagnostic accuracy. CIBERSORT analysis revealed significant associations of PHLDA1 with various immune cells. Single-cell data analysis demonstrated downregulation of PHLDA1 in NAFLD, with PHLDA1 exhibiting a significant negative correlation with macrophages. Furthermore, we found PHLDA1 to be downregulated in an in vitro hepatic steatosis cell model, and overexpression of PHLDA1 significantly reduced lipid accumulation, as well as the expression of key molecules involved in hepatic lipogenesis and fatty acid uptake, such as FASN, SCD-1, and CD36. Additionally, gene set enrichment analysis (GSEA) pathway enrichment analysis suggested that PHLDA1 may influence NAFLD progression through pathways such as Cytokine Cytokine Receptor Interaction, Ecm Receptor Interaction, Parkinson's Disease, and Ribosome pathways. Our conclusions were further validated in a mouse model of NAFLD. Our study reveals that PHLDA1 inhibits the progression of NAFLD, as overexpression of PHLDA1 significantly reduces lipid accumulation in cells and markedly decreases the expression of key molecules involved in liver lipogenesis and fatty acid uptake. Therefore, PHLDA1 may emerge as a novel potential target for future prediction, diagnosis, and targeted prevention of NAFLD.",10.1007/s10753-024-02164-6,"Yang, ZW; Chen, ZQ; Wang, JC; Li, YZ; Zhang, HL; Xiang, Y; Zhang, YW; Shao, ZZ; Wu, P; Lu, D; Lin, HJ; Tong, ZW; Liu, J; Dong, Q"
90,"Genistein and Sex Hormone Supplementation Modulated Hepatic PPARα, δ, and γ Subtypes and STAT1 Expressions in a NASH Rat Model with Bilateral Orchidectomy","Nonalcoholic steatohepatitis (NASH) is a progressive form of nonalcoholic fatty liver disease (NAFLD) that is characterized by hepatic inflammation and steatosis. Currently, limited data exist regarding the risk of NASH in transgender women and the treatment options for this particular population. The use of testosterone supplementation is unfavorable for transgender women, and estrogen supplementation is linked to an increased risk of breast cancer; thus, an isoflavone derivative compound known as ""genistein"" could serve as a viable substitute for a hormone supplement in this context. The purpose of this study was to investigate the treatment effects and mechanisms of actions of genistein and sex hormones in orchidectomized (ORX) rats with nonalcoholic steatohepatitis induced via a high-fat high-fructose diet (HFHF) model. Male Sprague-Dawley rats (n = 42) were randomly assigned into seven groups; control, ORX + standard diet, HFHF, ORX + HFHF, ORX + HFHF diet + testosterone (50 mg/kg body weight (BW) once weekly), ORX + HFHF diet + estradiol (1.6 mg/kg BW daily), and ORX + HFHF diet + genistein (16 mg/kg BW daily). The duration of the study was 6 weeks. Some parts of liver tissue were used for histological examination by H&E staining. The determination of fat accumulation was performed using Oil Red O staining. SREBP1c and FAS gene expression were quantified using real-time PCR technique. The levels of all types of peroxisome proliferator-activated receptors (PPARs; alpha, delta, gamma), proteins, and signal transducer and activator of transcription 1 (STAT1) signaling pathway were determined by both immunoblotting and immunohistochemistry. Rats in the ORX + HFHF group had the highest degree of hepatic steatosis, lobular inflammation, and hepatocyte ballooning, and showed higher levels of genes related to de novo lipogenesis, including SREBP1c and FAS. The expression of PPAR gamma and STAT1 were upregulated, while the expression of PPAR alpha and PPAR delta were downregulated in the ORX + HFHF group. Testosterone, estradiol and genistein treatments improved NASH histopathology together with the reversal of all types of PPAR protein expressions. Interestingly, genistein decreased the levels of STAT1 protein expression more than those of testosterone and estradiol treatment. Genistein and sex hormone treatment could ameliorate NASH through the upregulation of PPAR alpha, and PPAR delta, and the suppression of PPAR gamma and STAT1 expression.",10.3390/biomedicines12030483,"Okrit, F; Chayanupatkul, M; Siriviriyakul, P; Wanpiyarat, N; Werawatganon, D"
91,Hepatic Steatosis (Fatty Liver Disease) in Asymptomatic Adults Identified by Unenhanced Low-Dose CT,"OBJECTIVE. The purpose of this study was to investigate the prevalence of hepatic steatosis in an asymptomatic U. S. adult population using attenuation values at unenhanced CT as the reference standard. We also assessed the utility of known clinical risk factors for diagnosis. MATERIALS AND METHODS. For 3,357 consecutive asymptomatic adults (1,865 women and 1,492 men; mean age, 57.0 years), hepatic and splenic CT attenuation values (Hounsfield units) were obtained by unenhanced CT using a low-dose colonography technique for colorectal cancer screening. Multiple attenuation criteria for steatosis were applied, including liver thresholds and comparison of liver and spleen attenuation. Relevant clinical risk factors were compared against a CT liver attenuation <= 40 HU, which has been shown to exclude mild steatosis. RESULTS. Mean liver attenuation was 58.8 +/- 10.8 (SD) HU. The prevalence of moderate-to-severe hepatic steatosis (defined by liver attenuation <= 40 HU) was 6.2% (208/3,357). For CT attenuation criteria that include milder degrees of steatosis, prevalence increased to as high as 45.9% (1,542/3,357) for a liver-to-spleen attenuation ratio of <= 1.1. Overweight status (body mass index >25) was a sensitive indicator for moderate-to-severe steatosis (92.8%) but was highly nonspecific (37.5%). Other clinical risk factors, such as diabetes, dyslipidemia, hypertension, alcohol overuse, and hepatitis, were more specific (77.6-92.4%) but highly insensitive (1.9-37.5%). Combining clinical risk factors did not substantially increase the accuracy for screening. CONCLUSION. Assessment of liver attenuation by use of unenhanced CT represents an objective and noninvasive means for detection of asymptomatic hepatic steatosis, whereas clinical risk factor assessment is unreliable. Further longitudinal investigation is needed to determine the most appropriate attenuation threshold and the risk for disease progression to steatohepatitis and cirrhosis.",10.2214/AJR.09.2590,"Boyce, CJ; Pickhardt, PJ; Kim, DH; Taylor, AJ; Winter, TC; Bruce, RJ; Lindstrom, MJ; Hinshaw, JL"
92,Risk for hepatic and extra-hepatic outcomes in nonalcoholic fatty liver disease,"Nonalcoholic fatty liver disease (NAFLD) is defined by presence of steatosis in more than 5% of liver cells. The gold standard for diagnosis is liver biopsy, but this is seldom achieved due to costs and risk for side effects, and that is why the diagnosis is mostly made based on a combination of radiology and exclusion of other liver diseases. Disease severity staging can be noninvasively achieved with radiological exams such as elastography or blood-based markers that usually have lower sensitivity and specificity. NAFLD is today the most common chronic liver disease globally with a prevalence estimated to be 25%. Fortunately, for many persons NAFLD is an incidental finding with a good prognosis. Whilst a major focus has been on liver-related outcomes in NAFLD, there has recently been an increased interest in extrahepatic consequences of NAFLD. The most commonly studied outcomes include cardiovascular disease and cancer. The risk of adverse outcomes generally differs according to the baseline fibrosis stage. There is a five-time higher risk of liver-related events in NAFLD patients with fibrosis stage 3 as compared to those with no or little fibrosis. Meanwhile, the presence of nonalcoholic steatohepatitis (NASH) does not seem to influence prognosis in addition to fibrosis stage. Patients with NAFLD clearly have a higher risk for cardiovascular outcomes compared to the general population, with a recent meta-analysis indicating a 37% increased hazard for cardiovascular events as opposed to individuals without NAFLD. The risk of liver cancer is increased, which is mostly driven by presence of cirrhosis, but the increased risk is present also in patients without cirrhosis, and to a greater extent than for other chronic liver disease. Around one-third of patients with NAFLD and liver cancer do not have cirrhosis. Additionally, the risk of extrahepatic malignancies is thought to be moderately increased, with most evidence for a link between NAFLD and colorectal cancer where the risk is approximately 50% higher compared to patients without NAFLD. A particularly salient point is if NAFLD can be considered an independent risk factor for outcomes. Many studies have not been able to adjust for key confounders, or suffer from different forms of bias. The clinical problem is nevertheless to identify persons with an increased risk for adverse hepatic and extrahepatic outcomes. We here discuss the evidence linking NAFLD to severe hepatic and extrahepatic outcomes.",10.1111/joim.13343,"Hagström, H; Kechagias, S; Ekstedt, M"
93,New-Onset Age of Nonalcoholic Fatty Liver Disease and Cancer Risk,"IMPORTANCE The onset age of nonalcoholic fatty liver disease (NAFLD) is decreasing, and whether earlier ages of NAFLD onset are associated with increased cancer risk is currently unclear. OBJECTIVE To explore the association between NAFLD new-onset age and cancer risk. DESIGN, SETTING, AND PARTICIPANTS This cohort study was conducted among 179 328 participants included in the Kailuan Cohort Study between 2006 and 2021. In total, 46 100 incident NAFLD cases were identified. For each case, a participant matched by age (older or younger by 1 year) and sex was randomly selected to create a new matched study cohort. Data were analyzed from December 2022 through April 2023. EXPOSURE Onset of NAFLD. MAIN OUTCOMES AND MEASURES The association between the onset age of NAFLD and the risk of different cancer types was evaluated using weighted Cox regression models. Populationattributable fractions (PAFs) were used to quantify the association of NAFLD with cancer risk at different ages. RESULTS Among 63 696 participants (mean [SD] age, 51.37 [12.43] years; 10 932 females [17.2%] and 52 764 males [82.8%]), 31 848 individuals had NAFLD and 31 848 individuals were in the control group. During a median (IQR) follow-up of 10.16 (7.89-11.67) years, 2415 patients were diagnosed with cancer. Compared with the matched group, patients aged less than 45 years at NAFLD onset exhibited a higher risk of cancer (average hazard ratio [AHR], 1.52; 95% CI, 1.09-2.12), and as the onset age of NAFLD increased, the cancer risk decreased (ages 45-54 years: AHR, 1.50; 95% CI, 1.15-1.97; ages 55-64 years: AHR, 1.13; 95% CI, 0.97-1.33; ages >65 years: AHR, 0.75; 95% CI, 0.45-1.27; P for interaction <.001). Among patients aged less than 45 years at NAFLD onset, cancers were mainly digestive system and lung cancers, with AHR values of 2.00 (95% CI, 1.08-3.47) and 2.14 (95% CI, 1.05-4.36), respectively. PAFs also showed that in patients aged less than 45 years at NAFLD onset, 17.83%(95% CI, 4.92%-29.86%) of cancer risk was attributable to NAFLD. CONCLUSIONS AND RELEVANCE This study found that NAFLD was associated with increased cancer risk and there was an interaction with onset age, such that the younger the onset age of NAFLD, the greater the cancer risk.",10.1001/jamanetworkopen.2023.35511,"Liu, CA; Liu, T; Zhang, QS; Jia, PP; Song, MM; Zhang, Q; Ruan, GT; Ge, YZ; Lin, SQ; Wang, ZW; Xie, HL; Shi, JY; Han, RQ; Chen, Y; Zheng, X; Shen, LY; Deng, L; Wu, SL; Shi, HP"
94,THE RISK OF LUNG CANCER IN PATIENTS WITH NONALCOHOLIC FATTY LIVER DISEASE,,10.1016/j.chest.2022.08.1359,"Dahabra, L; Abou Yassine, A; Kassem, A; Assaad, M; Muhammad, M; Elsayegh, DE"
95,Diagnosis of Non-Alcoholic Fatty Liver Disease (NAFLD) Is Independently Associated with Cardiovascular Risk in a Large Austrian Screening Cohort,"Background: Many patients with non-alcoholic fatty liver disease (NAFLD) simultaneously suffer from cardiovascular (CV) disease and often carry multiple CV risk factors. Several CV risk factors are known to drive the progression of fibrosis in patients with NAFLD. Objectives: To investigate whether an established CV risk score, the Framingham risk score (FRS), is associated with the diagnosis of NAFLD and the degree of fibrosis in an Austrian screening cohort for colorectal cancer. Material and Methods: In total, 1965 asymptomatic subjects (59 +/- 10 years, 52% females, BMI 27.2 +/- 4.9 kg/m(2)) were included in this study. The diagnosis of NAFLD was present if (1) significantly increased echogenicity in relation to the renal parenchyma was present in ultrasound and (2) viral, autoimmune or hereditary liver disease and excess alcohol consumption were excluded. The FRS (ten-year risk of coronary heart disease) and NAFLD Fibrosis Score (NFS) were calculated for all patients. High CV risk was defined as the highest FRS quartile (>10%). Both univariable and multivariable logistic regression models were used to calculate associations of FRS with NAFLD and NFS. Results: Compared to patients without NAFLD (n = 990), patients with NAFLD (n = 975) were older (60 +/- 9 vs. 58 +/- 10 years; p < 0.001), had higher BMI (29.6 +/- 4.9 vs. 24.9 +/- 3.6 kg/m(2); p < 0.001) and suffered from metabolic syndrome more frequently (33% vs. 7%; p < 0.001). Cardiovascular risk as assessed by FRS was higher in the NAFLD-group (8.7 +/- 6.4 vs. 5.4 +/- 5.2%; p < 0.001). A one-percentage-point increase of FRS was independently associated with NAFLD (OR 1.04, 95%CI 1.02-1.07; p < 0.001) after correction for relevant confounders in multivariable logistic regression. In patients with NAFLD, NFS correlated with FRS (r = 0.29; p < 0.001), and FRS was highest in patients with significant fibrosis (F3-4; 11.7 +/- 5.4) compared to patients with intermediate results (10.9 +/- 6.3) and those in which advanced fibrosis could be ruled-out (F0-2, 7.8 +/- 5.9, p < 0.001). A one-point-increase of NFS was an independent predictor of high-risk FRS after correction for sex, age, and concomitant diagnosis of metabolic syndrome (OR 1.30, 95%CI 1.09-1.54; p = 0.003). Conclusion: The presence of NAFLD might independently improve prediction of long-term risk for CV disease and the diagnosis of NAFLD might be a clinically relevant piece in the puzzle of predicting long-term CV outcomes. Due to the significant overlap of advanced NAFLD and high CV risk, aggressive treatment of established CV risk factors could improve prognosis in these patients.",10.3390/jcm9041065,"Niederseer, D; Wernly, S; Bachmayer, S; Wernly, B; Bakula, A; Huber-Schönauer, U; Semmler, G; Schmied, C; Aigner, E; Datz, C"
96,Prevalence of hepatic steatosis and metabolic associated fatty liver disease among female breast cancer survivors,,10.1097/CM9.0000000000002121,"Tian, S; Li, H; Li, RH; Ran, L; Li, S; Wu, J; Xu, Z; Liang, XY; Chen, YL; Xiao, J; Wei, JY; Ma, CY; Song, JY; She, RL; Wu, KN; Kong, LQ"
97,"Tamoxifen induces fatty liver disease in breast cancer through the MAPK8/ FoxO pathway (vol 10, pg 137, 2020)",,10.1002/ctm2.1807,"Gong, LY; Tang, HM; Luo, ZZ; Sun, X; Tan, XY; Xie, LN; Lei, YTT; Cai, MJ; He, CC; Ma, JL; Han, SX"
